date,bid1,bid2,bid3,bid4,bid5,offer1,offer2,offer3,offer4,offer5
2022-08-09 10:00:00.028969,17.2 | 757.7,17.1 | 1073.3,17.0 | 1471.7,16.9 | 1102.5,16.8 | 619.0,17.3 | 641.5,17.4 | 451.2,17.5 | 846.6,17.6 | 754.0,17.7 | 463.4
2022-08-09 10:01:00.062594,17.2 | 838.4,17.1 | 1073.4,17.0 | 1506.0,16.9 | 1102.7,16.8 | 589.3,17.3 | 636.5,17.4 | 463.5,17.5 | 878.3,17.6 | 754.0,17.7 | 462.4
2022-08-09 10:02:00.048205,17.2 | 699.8,17.1 | 1193.1,17.0 | 1519.0,16.9 | 1122.4,16.8 | 589.3,17.3 | 631.4,17.4 | 463.9,17.5 | 881.3,17.6 | 754.0,17.7 | 463.4
2022-08-09 10:03:00.062463,17.2 | 704.3,17.1 | 1193.1,17.0 | 1548.0,16.9 | 1122.4,16.8 | 589.3,17.3 | 642.3,17.4 | 464.1,17.5 | 888.3,17.6 | 757.0,17.7 | 463.4
2022-08-09 10:04:00.074224,17.2 | 739.3,17.1 | 1173.9,17.0 | 1501.9,16.9 | 1121.9,16.8 | 589.3,17.3 | 636.8,17.4 | 464.1,17.5 | 890.3,17.6 | 757.0,17.7 | 465.4
2022-08-09 10:05:00.146414,17.2 | 764.3,17.1 | 1174.1,17.0 | 1501.7,16.9 | 1123.9,16.8 | 589.3,17.3 | 608.4,17.4 | 466.1,17.5 | 910.3,17.6 | 757.4,17.7 | 466.4
2022-08-09 10:06:00.122185,17.2 | 757.0,17.1 | 1175.1,17.0 | 1502.6,16.9 | 1123.9,16.8 | 589.3,17.3 | 609.8,17.4 | 466.8,17.5 | 910.3,17.6 | 757.4,17.7 | 466.5
2022-08-09 10:07:00.051802,17.2 | 748.8,17.1 | 1224.1,17.0 | 1513.1,16.9 | 1133.9,16.8 | 589.3,17.3 | 612.4,17.4 | 466.9,17.5 | 910.4,17.6 | 758.5,17.7 | 467.0
2022-08-09 10:08:00.052598,17.2 | 768.8,17.1 | 1230.9,17.0 | 1514.3,16.9 | 1133.9,16.8 | 598.3,17.3 | 607.3,17.4 | 467.3,17.5 | 912.4,17.6 | 759.5,17.7 | 467.0
2022-08-09 10:09:00.068686,17.2 | 811.1,17.1 | 1296.2,17.0 | 1517.3,16.9 | 1133.9,16.8 | 598.3,17.3 | 607.5,17.4 | 469.2,17.5 | 912.3,17.6 | 759.5,17.7 | 467.0
2022-08-09 10:10:00.070266,17.3 | 417.8,17.2 | 783.2,17.1 | 1225.5,17.0 | 1488.6,16.9 | 1153.9,17.4 | 454.0,17.5 | 911.8,17.6 | 759.5,17.7 | 467.0,17.8 | 699.3
2022-08-09 10:11:00.063886,17.3 | 453.9,17.2 | 768.6,17.1 | 1191.3,17.0 | 1487.7,16.9 | 1155.9,17.4 | 543.5,17.5 | 901.8,17.6 | 780.5,17.7 | 479.0,17.8 | 699.3
2022-08-09 10:12:00.059188,17.3 | 566.1,17.2 | 748.0,17.1 | 1184.5,17.0 | 1488.7,16.9 | 1155.9,17.4 | 767.0,17.5 | 977.8,17.6 | 799.6,17.7 | 482.7,17.8 | 695.3
2022-08-09 10:13:00.051926,17.3 | 628.6,17.2 | 794.3,17.1 | 1186.3,17.0 | 1488.9,16.9 | 1155.9,17.4 | 765.7,17.5 | 981.1,17.6 | 842.6,17.7 | 483.7,17.8 | 707.1
2022-08-09 10:14:00.068989,17.3 | 629.1,17.2 | 796.7,17.1 | 1196.3,17.0 | 1588.9,16.9 | 1055.9,17.4 | 760.7,17.5 | 984.4,17.6 | 845.7,17.7 | 1183.7,17.8 | 712.1
2022-08-09 10:15:00.057873,17.3 | 644.7,17.2 | 796.7,17.1 | 1206.0,17.0 | 1594.1,16.9 | 1055.9,17.4 | 753.5,17.5 | 985.4,17.6 | 846.0,17.7 | 1183.7,17.8 | 718.1
2022-08-09 10:16:00.061331,17.3 | 622.0,17.2 | 805.7,17.1 | 1206.1,17.0 | 1593.6,16.9 | 1055.9,17.4 | 736.2,17.5 | 987.4,17.6 | 846.4,17.7 | 1183.7,17.8 | 721.5
2022-08-09 10:17:00.061284,17.4 | 378.2,17.3 | 705.4,17.2 | 780.4,17.1 | 1071.8,17.0 | 1604.0,17.5 | 1148.2,17.6 | 819.6,17.7 | 1184.4,17.8 | 722.0,17.9 | 535.6
2022-08-09 10:18:00.060031,17.4 | 684.2,17.3 | 715.4,17.2 | 941.9,17.1 | 1041.8,17.0 | 1493.3,17.5 | 993.5,17.6 | 1010.6,17.7 | 1195.4,17.8 | 723.5,17.9 | 539.2
2022-08-09 10:19:00.063939,17.4 | 761.3,17.3 | 804.9,17.2 | 947.5,17.1 | 1041.8,17.0 | 1491.3,17.5 | 989.0,17.6 | 1058.3,17.7 | 1226.1,17.8 | 711.5,17.9 | 540.3
2022-08-09 10:20:00.071288,17.4 | 772.9,17.3 | 800.2,17.2 | 937.5,17.1 | 1041.8,17.0 | 1494.1,17.5 | 968.7,17.6 | 1083.3,17.7 | 1386.0,17.8 | 713.5,17.9 | 550.3
2022-08-09 10:21:00.065541,17.4 | 872.5,17.3 | 753.2,17.2 | 940.8,17.1 | 1041.8,17.0 | 1489.3,17.5 | 950.0,17.6 | 1083.7,17.7 | 1392.3,17.8 | 728.6,17.9 | 550.8
2022-08-09 10:22:00.063339,17.4 | 923.5,17.3 | 806.2,17.2 | 950.5,17.1 | 1042.0,17.0 | 1487.3,17.5 | 1036.0,17.6 | 1088.7,17.7 | 1410.8,17.8 | 736.0,17.9 | 553.9
2022-08-09 10:23:00.054922,17.4 | 987.9,17.3 | 808.8,17.2 | 970.6,17.1 | 1042.0,17.0 | 1487.9,17.5 | 1108.8,17.6 | 1090.3,17.7 | 1415.0,17.8 | 737.2,17.9 | 554.1
2022-08-09 10:24:00.070598,17.4 | 937.7,17.3 | 813.4,17.2 | 969.6,17.1 | 1042.0,17.0 | 1488.2,17.5 | 1099.6,17.6 | 1090.2,17.7 | 1429.7,17.8 | 739.9,17.9 | 559.1
2022-08-09 10:25:00.071842,17.4 | 925.0,17.3 | 661.4,17.2 | 981.3,17.1 | 1043.0,17.0 | 1498.5,17.5 | 1341.6,17.6 | 1100.6,17.7 | 1432.5,17.8 | 739.9,17.9 | 559.6
2022-08-09 10:26:00.072834,17.4 | 934.0,17.3 | 661.4,17.2 | 981.4,17.1 | 1043.0,17.0 | 1499.9,17.5 | 1353.2,17.6 | 1103.6,17.7 | 1432.5,17.8 | 860.0,17.9 | 559.6
2022-08-09 10:27:00.044484,17.4 | 935.2,17.3 | 651.4,17.2 | 976.4,17.1 | 1043.0,17.0 | 1510.9,17.5 | 1174.2,17.6 | 1106.5,17.7 | 1436.4,17.8 | 859.0,17.9 | 561.5
2022-08-09 10:28:00.056251,17.4 | 950.7,17.3 | 651.3,17.2 | 978.4,17.1 | 1044.2,17.0 | 1510.9,17.5 | 1169.9,17.6 | 1106.5,17.7 | 1436.4,17.8 | 859.0,17.9 | 561.3
2022-08-09 10:29:00.051853,17.3 | 657.1,17.2 | 1008.4,17.1 | 1052.4,17.0 | 1410.9,16.9 | 651.9,17.4 | 933.5,17.5 | 1422.2,17.6 | 1129.2,17.7 | 1385.0,17.8 | 869.0
2022-08-09 10:30:00.067955,17.3 | 645.1,17.2 | 1006.4,17.1 | 1052.4,17.0 | 1411.3,16.9 | 653.4,17.4 | 1071.5,17.5 | 1351.7,17.6 | 1081.4,17.7 | 1435.0,17.8 | 880.3
2022-08-09 10:31:00.060455,17.3 | 647.0,17.2 | 1016.5,17.1 | 1052.4,17.0 | 1411.3,16.9 | 653.4,17.4 | 1071.7,17.5 | 1344.3,17.6 | 1085.2,17.7 | 1425.0,17.8 | 901.3
2022-08-09 10:32:00.061146,17.3 | 664.6,17.2 | 989.1,17.1 | 1052.4,17.0 | 1411.3,16.9 | 653.4,17.4 | 1051.9,17.5 | 1342.4,17.6 | 1085.2,17.7 | 1431.5,17.8 | 901.3
2022-08-09 10:33:00.053367,17.3 | 717.7,17.2 | 1039.1,17.1 | 1052.4,17.0 | 1411.3,16.9 | 693.4,17.4 | 922.4,17.5 | 1345.3,17.6 | 1085.7,17.7 | 1431.5,17.8 | 908.3
2022-08-09 10:34:00.065387,17.3 | 784.4,17.2 | 1039.0,17.1 | 1052.4,17.0 | 1410.3,16.9 | 694.4,17.4 | 904.0,17.5 | 1349.3,17.6 | 1086.0,17.7 | 1431.6,17.8 | 912.6
2022-08-09 10:35:00.055341,17.3 | 786.4,17.2 | 1038.5,17.1 | 1052.4,17.0 | 1415.4,16.9 | 694.4,17.4 | 833.0,17.5 | 1350.2,17.6 | 1071.7,17.7 | 1418.6,17.8 | 913.6
2022-08-09 10:36:00.068787,17.3 | 798.0,17.2 | 1038.5,17.1 | 1052.4,17.0 | 1415.4,16.9 | 694.4,17.4 | 734.5,17.5 | 1449.2,17.6 | 1212.6,17.7 | 1418.6,17.8 | 913.6
2022-08-09 10:37:00.057080,17.3 | 806.1,17.2 | 1028.5,17.1 | 1052.4,17.0 | 1427.3,16.9 | 694.4,17.4 | 674.6,17.5 | 1449.3,17.6 | 1212.6,17.7 | 1420.6,17.8 | 924.6
2022-08-09 10:38:00.055271,17.3 | 825.1,17.2 | 1028.5,17.1 | 1002.4,17.0 | 1428.3,16.9 | 694.7,17.4 | 653.1,17.5 | 1459.3,17.6 | 1212.6,17.7 | 1410.6,17.8 | 924.6
2022-08-09 10:39:00.060999,17.3 | 802.4,17.2 | 1031.0,17.1 | 1002.4,17.0 | 1428.3,16.9 | 697.2,17.4 | 656.4,17.5 | 1465.6,17.6 | 1212.1,17.7 | 1410.6,17.8 | 924.6
2022-08-09 10:40:00.068119,17.3 | 804.5,17.2 | 983.5,17.1 | 1001.9,17.0 | 1428.3,16.9 | 697.2,17.4 | 659.5,17.5 | 1473.0,17.6 | 1212.2,17.7 | 1411.8,17.8 | 925.3
2022-08-09 10:41:00.064393,17.3 | 867.0,17.2 | 990.5,17.1 | 1001.9,17.0 | 1428.3,16.9 | 697.2,17.4 | 667.2,17.5 | 1485.2,17.6 | 1212.2,17.7 | 1412.8,17.8 | 925.3
2022-08-09 10:42:00.055133,17.3 | 869.1,17.2 | 994.5,17.1 | 1001.1,17.0 | 1428.3,16.9 | 697.2,17.4 | 672.9,17.5 | 1505.8,17.6 | 1213.1,17.7 | 1412.8,17.8 | 925.6
2022-08-09 10:43:00.055474,17.3 | 871.0,17.2 | 975.5,17.1 | 1001.1,17.0 | 1428.3,16.9 | 696.2,17.4 | 626.3,17.5 | 1505.8,17.6 | 1203.1,17.7 | 1412.8,17.8 | 925.6
2022-08-09 10:44:00.050558,17.3 | 864.7,17.2 | 978.5,17.1 | 1000.4,17.0 | 1439.1,16.9 | 690.2,17.4 | 642.4,17.5 | 1540.4,17.6 | 1203.7,17.7 | 1412.8,17.8 | 925.6
2022-08-09 10:45:00.071126,17.3 | 867.3,17.2 | 978.9,17.1 | 1000.4,17.0 | 1449.1,16.9 | 690.5,17.4 | 640.5,17.5 | 1522.3,17.6 | 1189.3,17.7 | 1445.8,17.8 | 928.3
2022-08-09 10:46:00.060766,17.3 | 868.3,17.2 | 999.1,17.1 | 1000.4,17.0 | 1449.1,16.9 | 690.5,17.4 | 654.2,17.5 | 1524.9,17.6 | 1189.3,17.7 | 1444.8,17.8 | 928.3
2022-08-09 10:47:00.071469,17.3 | 868.3,17.2 | 1053.3,17.1 | 1000.4,17.0 | 1449.8,16.9 | 690.5,17.4 | 665.2,17.5 | 1525.5,17.6 | 1188.6,17.7 | 1439.8,17.8 | 928.3
2022-08-09 10:48:00.071012,17.3 | 872.5,17.2 | 1053.3,17.1 | 1002.4,17.0 | 1449.8,16.9 | 690.5,17.4 | 760.4,17.5 | 1526.0,17.6 | 1088.6,17.7 | 1439.8,17.8 | 928.3
2022-08-09 10:49:00.069540,17.3 | 868.5,17.2 | 1063.3,17.1 | 1002.4,17.0 | 1469.8,16.9 | 689.5,17.4 | 753.0,17.5 | 1523.7,17.6 | 1188.6,17.7 | 1434.8,17.8 | 928.5
2022-08-09 10:50:00.056626,17.3 | 879.9,17.2 | 1083.5,17.1 | 1006.4,17.0 | 1469.8,16.9 | 689.6,17.4 | 761.7,17.5 | 1524.2,17.6 | 1218.6,17.7 | 1434.8,17.8 | 928.5
2022-08-09 10:51:00.051196,17.3 | 880.9,17.2 | 1084.1,17.1 | 1009.4,17.0 | 1469.8,16.9 | 692.1,17.4 | 760.7,17.5 | 1524.2,17.6 | 1218.6,17.7 | 1434.8,17.8 | 928.5
2022-08-09 10:52:00.065820,17.3 | 1067.9,17.2 | 1184.5,17.1 | 1009.4,17.0 | 1467.8,16.9 | 692.1,17.4 | 738.4,17.5 | 1524.2,17.6 | 1239.6,17.7 | 1434.6,17.8 | 928.5
2022-08-09 10:53:00.069810,17.3 | 1073.4,17.2 | 1187.5,17.1 | 1009.4,17.0 | 1467.8,16.9 | 692.1,17.4 | 710.7,17.5 | 1524.2,17.6 | 1239.6,17.7 | 1434.6,17.8 | 928.5
2022-08-09 10:54:00.054196,17.4 | 386.3,17.3 | 1121.5,17.2 | 1156.3,17.1 | 1023.9,17.0 | 1471.8,17.5 | 1283.2,17.6 | 1238.1,17.7 | 1434.6,17.8 | 928.5,17.9 | 589.3
2022-08-09 10:55:00.050863,17.4 | 646.5,17.3 | 1169.2,17.2 | 1156.3,17.1 | 1023.9,17.0 | 1471.8,17.5 | 1320.9,17.6 | 1238.1,17.7 | 1437.6,17.8 | 929.5,17.9 | 589.3
2022-08-09 10:56:00.055696,17.4 | 640.9,17.3 | 1170.2,17.2 | 1156.4,17.1 | 1025.4,17.0 | 1474.9,17.5 | 1324.8,17.6 | 1299.2,17.7 | 1437.6,17.8 | 929.5,17.9 | 591.5
2022-08-09 10:57:00.055522,17.4 | 738.0,17.3 | 1170.8,17.2 | 1156.8,17.1 | 1027.4,17.0 | 1470.9,17.5 | 1346.5,17.6 | 1287.2,17.7 | 1508.5,17.8 | 929.5,17.9 | 591.5
2022-08-09 10:58:00.070354,17.4 | 728.0,17.3 | 1170.8,17.2 | 1157.0,17.1 | 1027.4,17.0 | 1470.9,17.5 | 1347.4,17.6 | 1284.2,17.7 | 1508.5,17.8 | 979.5,17.9 | 641.5
2022-08-09 10:59:00.066483,17.4 | 608.8,17.3 | 1170.8,17.2 | 1168.0,17.1 | 1027.4,17.0 | 1470.9,17.5 | 1336.2,17.6 | 1289.2,17.7 | 1508.5,17.8 | 979.5,17.9 | 641.5
2022-08-09 11:00:00.063841,17.4 | 639.9,17.3 | 1168.8,17.2 | 1165.4,17.1 | 1027.4,17.0 | 1471.9,17.5 | 1332.5,17.6 | 1289.3,17.7 | 1508.5,17.8 | 979.5,17.9 | 641.5
2022-08-09 11:01:00.074086,17.4 | 630.5,17.3 | 1179.8,17.2 | 1166.9,17.1 | 1037.4,17.0 | 1473.9,17.5 | 1347.3,17.6 | 1292.3,17.7 | 1507.5,17.8 | 981.0,17.9 | 642.9
2022-08-09 11:02:00.066902,17.4 | 627.1,17.3 | 1180.4,17.2 | 1168.4,17.1 | 1037.4,17.0 | 1473.9,17.5 | 1349.8,17.6 | 1292.1,17.7 | 1507.5,17.8 | 981.0,17.9 | 642.9
2022-08-09 11:03:00.057356,17.4 | 602.4,17.3 | 1180.0,17.2 | 1168.4,17.1 | 1042.4,17.0 | 1473.9,17.5 | 1327.1,17.6 | 1265.4,17.7 | 1478.0,17.8 | 996.0,17.9 | 642.9
2022-08-09 11:04:00.068796,17.4 | 284.8,17.3 | 1187.4,17.2 | 1168.4,17.1 | 1041.4,17.0 | 1480.0,17.5 | 1328.9,17.6 | 1265.6,17.7 | 1479.0,17.8 | 996.0,17.9 | 645.9
2022-08-09 11:05:00.069429,17.4 | 311.8,17.3 | 1189.6,17.2 | 1168.4,17.1 | 1075.4,17.0 | 1480.0,17.5 | 1339.3,17.6 | 1263.8,17.7 | 1479.0,17.8 | 1096.0,17.9 | 642.9
2022-08-09 11:06:00.066103,17.4 | 370.9,17.3 | 1189.6,17.2 | 1168.8,17.1 | 1075.4,17.0 | 1480.4,17.5 | 1346.0,17.6 | 1264.2,17.7 | 1479.4,17.8 | 1101.0,17.9 | 642.9
2022-08-09 11:07:00.058312,17.4 | 224.7,17.3 | 1189.6,17.2 | 1164.0,17.1 | 1095.4,17.0 | 1477.3,17.5 | 1249.7,17.6 | 1266.0,17.7 | 1481.4,17.8 | 1103.0,17.9 | 644.9
2022-08-09 11:08:00.056519,17.4 | 239.7,17.3 | 1147.7,17.2 | 1169.5,17.1 | 1095.4,17.0 | 1476.8,17.5 | 1415.6,17.6 | 1269.0,17.7 | 1481.5,17.8 | 1104.0,17.9 | 644.9
2022-08-09 11:09:00.058221,17.4 | 238.1,17.3 | 1145.2,17.2 | 1179.5,17.1 | 1095.4,17.0 | 1466.8,17.5 | 1414.6,17.6 | 1269.0,17.7 | 1481.7,17.8 | 1104.0,17.9 | 645.0
2022-08-09 11:10:00.057733,17.4 | 263.3,17.3 | 1145.2,17.2 | 1185.7,17.1 | 1095.2,17.0 | 1466.8,17.5 | 1249.8,17.6 | 1269.0,17.7 | 1478.7,17.8 | 1103.0,17.9 | 647.5
2022-08-09 11:11:00.055224,17.4 | 279.8,17.3 | 1175.2,17.2 | 1185.7,17.1 | 1065.2,17.0 | 1466.8,17.5 | 1307.9,17.6 | 1268.9,17.7 | 1479.2,17.8 | 1103.0,17.9 | 649.5
2022-08-09 11:12:00.061231,17.4 | 572.9,17.3 | 1175.7,17.2 | 1185.7,17.1 | 1066.2,17.0 | 1455.8,17.5 | 1234.7,17.6 | 1246.2,17.7 | 1451.1,17.8 | 1102.3,17.9 | 649.5
2022-08-09 11:13:00.055847,17.4 | 668.9,17.3 | 1305.8,17.2 | 1387.3,17.1 | 1066.2,17.0 | 1455.8,17.5 | 1234.7,17.6 | 1246.2,17.7 | 1451.1,17.8 | 1102.3,17.9 | 649.5
2022-08-09 11:14:00.067933,17.4 | 659.7,17.3 | 1304.6,17.2 | 1387.5,17.1 | 1065.4,17.0 | 1455.8,17.5 | 1234.7,17.6 | 1250.4,17.7 | 1451.1,17.8 | 1102.3,17.9 | 649.5
2022-08-09 11:15:00.066654,17.4 | 659.7,17.3 | 1314.6,17.2 | 1393.3,17.1 | 1065.4,17.0 | 1453.8,17.5 | 1235.2,17.6 | 1250.0,17.7 | 1451.1,17.8 | 1102.3,17.9 | 650.5
2022-08-09 11:16:00.065082,17.4 | 677.3,17.3 | 1254.6,17.2 | 1393.6,17.1 | 1065.4,17.0 | 1454.8,17.5 | 1230.9,17.6 | 1238.8,17.7 | 1437.7,17.8 | 1102.3,17.9 | 650.5
2022-08-09 11:17:00.063630,17.4 | 670.6,17.3 | 1248.6,17.2 | 1393.6,17.1 | 1067.4,17.0 | 1454.8,17.5 | 1229.7,17.6 | 1238.8,17.7 | 1437.7,17.8 | 1102.3,17.9 | 650.5
2022-08-09 11:18:00.059894,17.4 | 668.0,17.3 | 1246.6,17.2 | 1393.6,17.1 | 1067.4,17.0 | 1454.8,17.5 | 1336.6,17.6 | 1239.2,17.7 | 1437.7,17.8 | 1103.3,17.9 | 650.5
2022-08-09 11:19:00.053573,17.4 | 660.1,17.3 | 1246.6,17.2 | 1393.6,17.1 | 1067.4,17.0 | 1455.0,17.5 | 1338.8,17.6 | 1237.0,17.7 | 1437.7,17.8 | 1103.3,17.9 | 650.5
2022-08-09 11:20:00.062921,17.4 | 647.7,17.3 | 1246.6,17.2 | 1393.6,17.1 | 1067.4,17.0 | 1455.0,17.5 | 1331.6,17.6 | 1237.8,17.7 | 1438.2,17.8 | 1103.4,17.9 | 650.5
2022-08-09 11:21:00.058458,17.4 | 653.7,17.3 | 1236.6,17.2 | 1390.6,17.1 | 1063.4,17.0 | 1452.0,17.5 | 1343.5,17.6 | 1249.4,17.7 | 1443.2,17.8 | 1103.4,17.9 | 645.5
2022-08-09 11:22:00.058989,17.4 | 651.8,17.3 | 1239.3,17.2 | 1390.9,17.1 | 1063.4,17.0 | 1452.0,17.5 | 1342.6,17.6 | 1249.9,17.7 | 1456.3,17.8 | 1103.2,17.9 | 645.5
2022-08-09 11:23:00.065916,17.4 | 650.8,17.3 | 1239.3,17.2 | 1390.9,17.1 | 1063.4,17.0 | 1452.0,17.5 | 1345.0,17.6 | 1249.5,17.7 | 1456.3,17.8 | 1103.2,17.9 | 645.5
2022-08-09 11:24:00.073671,17.4 | 648.0,17.3 | 1244.3,17.2 | 1401.5,17.1 | 1062.8,17.0 | 1452.0,17.5 | 1346.5,17.6 | 1309.9,17.7 | 1456.3,17.8 | 1103.2,17.9 | 645.5
2022-08-09 11:25:00.067942,17.4 | 457.8,17.3 | 1284.3,17.2 | 1396.5,17.1 | 1052.8,17.0 | 1452.0,17.5 | 1431.5,17.6 | 1279.5,17.7 | 1456.3,17.8 | 1105.2,17.9 | 645.5
2022-08-09 11:26:00.075246,17.4 | 405.0,17.3 | 1324.3,17.2 | 1397.5,17.1 | 1052.8,17.0 | 1453.0,17.5 | 1445.6,17.6 | 1296.9,17.7 | 1471.2,17.8 | 1105.2,17.9 | 645.5
2022-08-09 11:27:00.064606,17.4 | 413.8,17.3 | 1323.2,17.2 | 1400.3,17.1 | 1052.7,17.0 | 1452.9,17.5 | 1447.6,17.6 | 1296.5,17.7 | 1471.2,17.8 | 1105.2,17.9 | 645.5
2022-08-09 11:28:00.059446,17.4 | 350.6,17.3 | 1323.2,17.2 | 1400.8,17.1 | 1052.7,17.0 | 1452.9,17.5 | 1446.6,17.6 | 1297.3,17.7 | 1489.2,17.8 | 1105.2,17.9 | 645.5
2022-08-09 11:29:00.161813,17.4 | 358.3,17.3 | 1323.2,17.2 | 1401.8,17.1 | 1052.7,17.0 | 1453.6,17.5 | 1446.6,17.6 | 1297.3,17.7 | 1489.2,17.8 | 1105.2,17.9 | 645.5
2022-08-09 11:30:00.154470,17.4 | 375.0,17.3 | 1323.2,17.2 | 1401.8,17.1 | 1052.7,17.0 | 1454.2,17.5 | 1454.6,17.6 | 1298.2,17.7 | 1490.2,17.8 | 1105.2,17.9 | 645.5
2022-08-09 11:31:00.058249,17.4 | 378.9,17.3 | 1323.2,17.2 | 1401.8,17.1 | 1052.7,17.0 | 1454.2,17.5 | 1458.6,17.6 | 1297.8,17.7 | 1490.2,17.8 | 1105.2,17.9 | 645.5
